Year,Price,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage
2020,56000,4.7,53,4.8,444,18902,0,4.8,4.8,4.8,4.4,4.7,4.7,20,26,20577
2019,47493,4.8,102,4.0,26,19090,1,4.8,4.8,4.8,4.6,4.9,4.8,19,26,10994
2016,16800,4.7,237,4.8,2217,19053,1,4.7,4.6,4.6,4.6,4.8,4.6,27,39,60852
2020,41234,4.7,29,4.9,706,8210,1,4.7,4.7,4.9,4.7,4.8,4.7,24,30,12514
2019,36995,4.6,63,4.8,1773,7446,0,4.6,4.7,4.6,4.5,4.7,4.8,19,26,35136
2019,32995,4.6,94,4.7,1472,7727,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,40468
2019,59569,3.8,8,4.4,432,10019,0,3.7,3.7,3.7,3.7,3.9,3.9,18,27,20670
2019,42000,4.9,14,4.8,2791,7631,0,5.0,4.8,4.9,4.8,4.8,4.9,18,25,26834
2019,51840,4.7,44,4.5,542,10801,1,4.8,4.6,4.8,4.5,4.8,4.6,19,25,20854
2016,29985,4.7,11,1.6,4,11096,2,4.9,4.9,4.7,4.1,4.8,4.7,17,22,65996
2019,35888,4.7,17,4.8,6596,11590,1,4.8,4.6,4.8,4.7,4.8,4.6,22,31,23610
2018,25199,4.8,770,4.9,638,6042,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,37787
2014,19498,4.7,69,4.6,1024,1702,2,4.7,4.6,4.8,4.4,4.7,4.7,21,28,82005
2019,31850,4.8,540,4.5,2420,2062,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,35315
2019,29998,4.7,255,4.0,4,2062,1,4.8,4.8,4.6,4.6,4.8,4.7,26,33,30735
2019,29490,4.6,568,4.9,4421,2375,0,4.8,4.7,4.5,4.5,4.7,4.6,19,27,23807
2021,37499,4.9,109,4.6,1312,1905,2,5.0,4.9,4.8,4.8,4.9,4.9,27,32,10717
2021,51555,4.8,56,4.6,390,2339,1,4.8,4.8,4.8,4.6,4.7,4.8,19,26,11864
2018,53995,4.0,82,4.4,60,90404,1,4.2,4.3,4.0,3.4,4.6,3.4,18,24,23973
2018,29750,4.8,66,4.7,2246,90703,0,4.8,4.9,4.9,4.7,4.9,4.8,24,33,45156
2019,62985,3.5,15,4.8,1251,92626,0,3.7,4.2,3.3,3.0,4.5,2.9,18,24,16929
2017,27587,4.7,72,4.6,2022,89146,1,4.9,4.8,4.7,4.4,4.7,4.6,19,25,98741
2012,16489,4.7,92,4.9,114,89014,2,4.7,4.7,4.7,4.7,4.7,4.8,20,29,96854
2018,55998,4.8,68,1.8,4,95136,2,4.9,4.8,4.9,4.5,4.9,4.9,20,25,17400
2019,60998,4.9,9,4.8,1,94538,2,4.7,4.8,5.0,4.7,5.0,4.9,21,28,29848
2022,34988,5.0,3,3.7,22,95618,2,5.0,5.0,5.0,5.0,5.0,5.0,30,37,10960
2019,25955,4.9,275,4.7,2152,95661,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,32907
2019,74489,5.0,5,4.6,966,95661,1,5.0,5.0,5.0,4.8,5.0,5.0,18,25,13783
2019,43855,4.7,474,4.5,681,85210,1,4.8,4.9,4.7,4.5,4.8,4.5,19,24,66850
2019,16999,4.6,76,4.4,528,97267,1,4.5,4.6,4.6,4.7,4.5,4.8,27,35,53094
2018,42976,4.7,51,4.7,116,80525,1,4.9,4.7,4.8,4.4,4.8,4.8,18,22,35574
2019,39998,4.7,99,3.4,8,80538,2,4.7,4.7,4.8,4.3,4.8,4.6,22,29,31351
2017,30918,4.8,95,4.4,333,99212,1,4.9,4.8,4.8,4.8,4.8,4.7,20,29,30409
2015,17997,4.6,296,4.4,333,99212,1,4.7,4.6,4.4,4.5,4.7,4.6,20,29,71192
2019,54995,4.7,55,4.8,889,98134,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,40157
2014,38999,4.9,33,4.5,70,76132,2,5.0,4.9,4.8,4.8,4.9,5.0,16,24,40598
2021,38952,4.8,92,4.4,1311,75050,1,4.9,4.9,4.8,4.6,4.9,4.8,20,25,19117
2019,65999,5.0,10,4.8,1252,78752,1,5.0,5.0,5.0,4.8,5.0,5.0,17,22,45734
2019,36300,4.8,223,4.7,205,75034,1,4.9,4.8,4.7,4.7,4.7,4.8,19,27,27001
2021,71993,4.5,37,4.8,2010,75035,1,4.6,4.7,4.4,4.3,4.7,4.3,16,20,15920
2020,25759,4.8,133,4.2,837,75080,1,4.9,4.7,4.7,4.6,4.8,4.8,25,32,49658
2014,18553,4.8,176,4.4,81,75087,0,4.9,4.8,4.8,4.6,4.9,4.8,21,30,88461
2021,42987,4.8,42,4.2,183,68022,1,4.9,4.7,4.8,4.9,4.9,4.9,16,22,19367
2019,40389,4.9,82,4.9,1911,68118,1,5.0,4.9,4.9,4.8,4.9,4.9,19,27,22505
2019,33900,4.8,309,3.9,93,66204,1,4.8,4.7,4.7,4.6,4.9,4.8,28,39,10200
2020,51591,4.9,22,4.5,1343,77090,0,5.0,4.9,4.9,4.8,5.0,5.0,15,19,29880
2021,65800,4.7,12,4.4,30,72601,1,4.9,4.7,4.6,4.3,4.9,4.3,18,23,20332
2019,35995,4.8,223,4.8,1072,55110,0,4.9,4.8,4.7,4.7,4.7,4.8,18,26,34888
2019,38976,4.5,118,4.8,3577,54016,1,4.7,4.6,4.5,4.3,4.8,4.4,21,26,18374
2019,36799,4.8,224,4.6,378,62269,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,33027
2019,38500,4.6,94,4.7,958,39157,0,4.8,4.7,4.6,4.4,4.7,4.5,19,26,22445
2018,29962,4.8,265,4.8,708,61738,1,4.9,4.8,4.8,4.7,4.9,4.8,17,24,47832
2018,59962,4.9,9,4.8,708,61738,1,5.0,5.0,5.0,4.4,5.0,5.0,16,22,18286
2019,43563,4.8,131,4.7,923,53115,1,4.8,4.7,4.8,4.7,4.8,4.9,17,25,19571
2019,28590,4.5,132,4.8,694,60174,1,4.7,4.6,4.3,4.5,4.7,4.4,17,23,65477
2013,27495,4.7,81,4.8,2055,60173,2,4.8,4.8,4.7,4.5,4.7,4.9,19,26,57705
2018,25900,4.8,115,4.5,34,60067,0,4.8,4.7,4.9,4.7,4.7,4.9,34,30,58564
2020,41997,4.9,1,4.7,554,60521,2,5.0,4.0,5.0,5.0,5.0,5.0,21,28,42198
2019,23301,4.7,142,4.6,159,54956,1,4.7,4.7,4.6,4.7,4.8,4.8,23,30,30599
2018,34000,4.8,395,4.7,1700,60453,0,4.9,4.8,4.8,4.6,4.9,4.7,18,25,22187
2020,35514,4.7,215,4.5,86,60035,1,4.9,4.7,4.6,4.7,4.8,4.7,26,33,16107
2021,72860,4.0,15,4.1,153,60453,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,22166
2018,43998,4.8,817,4.7,3996,53221,1,4.9,4.8,4.8,4.6,4.8,4.7,19,24,58700
2013,13697,4.6,59,4.7,122,46240,1,4.7,4.7,4.5,4.4,4.8,4.5,22,33,108469
2021,31111,4.8,68,4.7,227,46514,0,4.8,4.8,4.7,4.7,4.8,4.7,25,30,11232
2017,22377,4.7,748,4.8,152,43526,2,4.7,4.7,4.7,4.6,4.8,4.7,23,30,49058
2019,34196,4.8,223,4.7,1185,45014,0,4.9,4.8,4.7,4.7,4.7,4.8,18,26,56241
2019,35000,4.6,94,4.8,1787,48357,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,36983
2019,34991,4.6,56,4.7,1053,30078,1,4.8,4.6,4.5,4.5,4.7,4.6,20,27,49315
2021,53000,4.9,9,4.9,234,48170,1,4.8,4.9,4.8,4.8,5.0,5.0,18,25,3601
2021,33980,4.9,109,4.7,1148,30519,1,5.0,4.9,4.8,4.8,4.9,4.9,28,34,13615
2019,24951,4.6,568,4.6,104,48307,0,4.8,4.7,4.5,4.5,4.7,4.6,18,24,68436
2021,54997,4.9,91,4.5,134,45601,1,5.0,4.9,4.9,4.8,5.0,4.9,20,26,11042
2019,34211,4.7,70,4.7,6018,43125,1,4.8,4.8,4.7,4.6,4.9,4.8,19,25,23257
2020,28853,4.6,230,4.5,166,48035,0,4.7,4.6,4.5,4.5,4.7,4.6,26,31,22555
2019,27520,4.7,264,4.7,97,29690,1,4.8,4.7,4.7,4.6,4.7,4.7,21,27,33537
2022,32750,4.7,32,4.9,1917,28690,1,4.9,4.9,4.3,4.6,4.9,4.5,26,33,11642
2020,42376,4.7,8,4.6,337,29730,1,5.0,4.6,4.7,4.4,4.6,4.7,14,19,34044
2015,23990,4.6,51,4.4,762,29072,1,4.8,4.6,4.6,4.4,4.6,4.7,21,27,70281
2021,41990,4.8,42,4.8,62,32609,0,4.9,4.7,4.8,4.9,4.9,4.9,16,22,12909
2019,43970,4.6,94,3.5,52,34474,2,4.8,4.7,4.6,4.4,4.7,4.5,19,26,21217
2020,30289,4.7,171,1.3,4,27455,1,4.8,4.8,4.7,4.7,4.8,4.8,22,28,11011
2017,23382,4.8,105,4.8,491,34207,1,4.9,4.9,4.7,4.7,4.8,4.8,20,28,50449
2020,37519,4.8,211,4.4,343,34285,0,4.9,4.9,4.8,4.7,4.9,4.9,20,26,31664
2019,29739,4.8,540,4.6,19,29406,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,21178
2021,51500,4.2,2,4.7,1240,32839,2,4.5,4.5,4.0,4.0,4.0,4.0,25,35,15175
2021,75528,4.0,15,4.6,795,32773,1,4.1,4.2,4.3,3.7,4.2,3.8,0,0,4401
2020,27291,4.9,140,4.9,9469,32837,1,4.9,4.9,4.8,4.8,4.9,4.9,25,31,14489
2017,19000,4.7,464,3.1,6,23805,1,4.7,4.7,4.7,4.7,4.7,4.9,24,33,92016
2020,46500,4.8,66,4.6,699,21157,1,4.8,4.6,4.7,4.6,4.8,4.9,13,17,17326
2020,46455,4.7,219,4.8,947,20601,1,4.8,4.8,4.5,4.6,4.7,4.6,19,26,36797
2019,41495,4.8,102,4.7,2321,33417,1,4.8,4.8,4.8,4.6,4.9,4.8,20,28,21556
2020,52995,4.7,53,4.7,1200,33409,2,4.8,4.8,4.8,4.4,4.7,4.7,21,26,50175
2020,23218,4.9,169,4.3,392,33323,0,4.8,4.8,4.9,4.8,4.9,4.9,30,38,16310
2021,43540,4.6,16,4.6,238,33331,1,4.6,4.4,4.7,4.2,4.5,4.7,23,28,12635
2018,35995,4.7,51,4.6,1121,33027,1,4.9,4.7,4.8,4.4,4.8,4.8,18,23,55814
2020,42998,4.8,66,2.4,13,33172,1,4.8,4.6,4.7,4.6,4.8,4.9,13,18,40049
2019,42495,4.7,47,4.6,1040,33169,0,4.8,4.8,4.7,4.4,4.7,4.7,21,30,22045
2020,53950,4.9,22,4.4,117,19041,1,5.0,4.9,4.9,4.8,5.0,5.0,15,19,21537
2019,32813,4.8,540,4.8,2747,19003,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,17875
2022,67324,5.0,2,4.8,886,7901,1,5.0,5.0,5.0,5.0,5.0,5.0,19,25,8738
2019,28900,4.8,540,4.8,7350,8857,0,4.8,4.8,4.7,4.7,4.8,4.8,27,33,15209
2019,39890,4.3,217,4.9,2448,7044,1,4.6,4.5,4.2,4.1,4.6,4.2,21,27,21444
2019,35495,4.9,30,4.2,77,7003,1,4.9,4.9,5.0,4.6,4.9,4.9,25,34,30623
2018,48995,4.9,14,3.4,472,10475,1,4.9,4.9,4.9,4.8,4.8,5.0,17,22,61238
2019,22495,4.8,204,4.3,63,11735,0,4.9,4.9,4.6,4.8,4.9,4.8,21,27,17272
2017,17990,4.8,94,4.5,726,6705,1,4.8,4.7,4.8,4.7,4.7,4.8,20,24,90000
2019,27999,4.7,255,4.2,912,2062,0,4.8,4.8,4.6,4.6,4.8,4.7,25,32,30672
2020,24798,4.9,169,4.6,914,2132,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,10498
2019,38998,4.9,30,4.7,2405,2134,1,4.9,4.9,5.0,4.6,4.9,4.9,25,34,24310
2019,29596,4.1,17,4.6,905,91302,0,3.9,4.0,4.1,3.9,4.5,4.3,24,37,23652
2019,56500,4.8,5,4.8,581,90007,1,5.0,4.2,5.0,4.6,4.8,5.0,19,27,34925
2020,43980,5.0,10,4.7,1272,90621,0,5.0,5.0,5.0,5.0,5.0,5.0,23,32,31369
2014,16829,4.7,29,3.6,209,92882,2,4.8,4.8,4.6,4.7,4.8,4.7,23,34,81465
2021,51322,4.7,58,4.6,441,92555,2,4.7,4.7,4.7,4.5,4.7,4.7,18,25,17259
2020,43597,4.1,16,4.4,176,92126,1,4.6,4.5,3.7,3.7,4.7,3.5,20,27,22175
2020,32999,4.5,13,4.9,2377,89117,1,4.8,4.8,4.8,4.2,4.7,4.1,24,35,59334
2019,48988,4.8,102,4.9,905,95117,1,4.8,4.8,4.8,4.6,4.9,4.8,20,28,6800
2020,61497,4.3,16,3.0,2,95117,0,4.6,4.4,4.6,4.0,4.2,4.4,124,116,4963
2018,33912,4.7,21,4.6,788,95051,0,4.9,4.9,4.8,4.3,4.9,4.5,14,20,86618
2020,33455,4.8,269,4.7,2152,95661,1,4.9,4.8,4.8,4.8,4.9,4.9,28,34,22544
2021,29905,4.8,85,4.7,2152,95661,1,4.8,4.8,4.8,4.8,4.9,4.8,26,30,17347
2019,45992,4.9,33,4.6,2395,85284,0,4.9,4.9,5.0,4.8,4.9,5.0,140,124,59745
2020,27977,4.7,59,4.9,1625,85281,0,4.8,4.8,4.6,4.7,4.8,4.8,22,29,11930
2017,19583,4.8,391,4.8,2227,84042,1,4.8,4.8,4.8,4.7,4.8,4.8,23,30,48921
2020,42989,4.9,141,4.7,764,83687,1,4.9,4.9,4.9,4.8,4.9,4.9,19,26,25055
2021,74698,4.0,15,4.8,501,80020,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,33805
2019,42000,4.6,94,4.9,2658,80203,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,21540
2019,30474,4.8,540,4.7,502,80223,2,4.8,4.8,4.7,4.7,4.8,4.8,27,33,49699
2020,52000,4.8,219,4.5,835,80222,0,4.9,4.8,4.8,4.7,4.8,4.8,18,23,22605
2019,30526,4.1,17,4.5,504,98005,1,3.9,4.0,4.1,3.9,4.5,4.3,24,32,33055
2014,17983,4.7,115,4.7,196,98033,1,4.6,4.5,4.5,4.7,4.9,4.7,26,38,60653
2019,54911,4.6,70,4.2,259,98125,1,4.7,4.6,4.6,4.3,4.7,4.7,15,21,54612
2020,23979,4.8,174,4.5,865,76132,0,4.8,4.8,4.8,4.8,4.8,4.9,23,30,48017
2019,20000,4.3,151,4.9,7919,76180,1,4.4,4.3,4.2,4.2,4.5,4.4,26,31,50200
2017,44000,4.8,78,4.9,7919,76180,1,4.9,4.8,5.0,4.5,4.9,4.9,17,23,47232
2019,23533,4.7,182,3.9,1051,76180,1,4.7,4.6,4.6,4.6,4.8,4.7,25,30,18945
2019,39408,4.6,363,4.6,1629,76096,1,4.8,4.7,4.6,4.5,4.7,4.6,20,26,53338
2018,41899,4.6,36,4.5,1301,77450,1,4.8,4.5,4.5,4.5,4.6,4.9,15,18,45826
2019,54949,4.7,24,4.9,7343,77079,1,4.8,4.6,4.6,4.5,4.6,4.8,15,18,21563
2016,25998,4.8,61,4.3,8,77074,1,4.8,4.7,4.9,4.6,4.8,4.8,20,29,48439
2021,36304,4.9,23,4.4,723,77002,1,4.8,5.0,4.9,4.7,4.9,5.0,24,31,24421
2021,67800,4.5,37,4.1,35,70663,2,4.6,4.7,4.4,4.3,4.7,4.3,16,20,43792
2021,83970,4.0,24,4.7,335,50616,2,4.3,4.5,4.2,3.4,4.7,3.5,14,19,23131
2020,40800,4.9,46,4.7,136,61561,1,5.0,4.8,4.9,4.8,4.9,4.8,18,25,30802
2017,23998,4.7,464,5.0,1,70065,1,4.7,4.7,4.7,4.7,4.7,4.9,24,33,44754
2020,28779,4.8,202,4.6,481,60120,0,4.9,4.8,4.7,4.8,4.9,4.9,21,27,18331
2018,43997,4.8,90,4.7,3036,60074,1,4.8,4.9,4.8,4.6,4.8,4.8,19,26,41420
2018,27980,4.8,770,4.6,1388,60445,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,48116
2020,46890,4.9,50,4.6,682,60025,0,4.9,4.9,4.9,4.8,4.8,4.9,19,25,8955
2018,30407,4.7,578,4.5,369,47715,1,4.8,4.7,4.7,4.6,4.8,4.8,21,28,12165
2018,27336,4.7,578,4.5,369,47715,0,4.8,4.7,4.7,4.6,4.8,4.8,20,27,39716
2020,29995,4.8,70,4.8,1661,60647,1,4.8,4.8,4.7,4.7,4.9,4.8,20,29,15940
2020,24500,4.5,100,4.4,151,42240,1,4.5,4.5,4.4,4.4,4.6,4.6,26,31,18636
2019,37311,4.6,94,4.8,3323,46123,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,42731
2018,36200,4.5,121,4.4,632,46038,1,4.6,4.4,4.6,4.4,4.7,4.5,17,25,45706
2019,24852,4.7,212,4.6,242,40065,1,4.8,4.7,4.6,4.7,4.8,4.7,22,25,63792
2019,34998,4.8,223,4.8,1860,37421,1,4.9,4.8,4.7,4.7,4.7,4.8,19,27,62122
2019,41900,4.6,70,4.8,2732,40361,0,4.7,4.6,4.6,4.3,4.7,4.7,15,21,81038
2019,45000,4.9,15,4.8,1787,48357,0,5.0,5.0,4.8,4.7,5.0,4.9,18,27,35425
2019,34300,4.8,224,4.9,6307,48390,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,35594
2019,34999,4.8,224,4.9,6307,48390,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,35331
2021,47350,4.9,37,4.8,216,25704,1,4.9,4.8,4.8,4.8,4.9,4.9,17,25,12027
2019,18700,4.8,69,4.8,1113,28602,1,4.8,4.7,4.7,4.7,4.8,4.8,28,38,69199
2019,39998,4.7,99,3.6,12,28134,2,4.7,4.7,4.8,4.3,4.8,4.6,22,29,33923
2021,38563,4.8,63,4.6,432,34684,1,4.9,4.7,4.8,4.7,4.7,4.8,20,27,15060
2019,24533,4.7,142,4.5,5197,33761,1,4.7,4.7,4.6,4.7,4.8,4.8,23,30,24637
2020,21095,4.8,134,4.9,1390,33761,1,4.8,4.7,4.7,4.7,4.8,4.8,30,40,42859
2019,32623,4.8,223,4.6,19,27103,1,4.9,4.8,4.7,4.7,4.7,4.8,18,26,59880
2014,17350,4.3,22,4.5,602,33544,0,4.5,4.6,4.2,3.9,4.7,4.0,21,30,94259
2014,13499,4.7,54,4.9,12775,33619,2,4.6,4.6,4.8,4.5,4.8,4.7,27,32,85022
2022,26000,4.7,7,4.5,1497,34207,1,4.9,4.6,4.7,4.6,5.0,4.6,23,30,11704
2020,25713,4.7,67,1.6,25,33619,1,4.7,4.7,4.6,4.8,4.8,4.8,24,30,20989
2021,49007,4.9,19,4.7,1240,32839,2,4.9,4.9,4.9,4.8,4.8,4.9,25,34,12929
2021,46296,4.7,58,4.4,1132,27617,0,4.7,4.7,4.7,4.5,4.7,4.7,18,25,18591
2021,44000,5.0,11,4.7,731,22603,1,5.0,5.0,5.0,5.0,5.0,5.0,21,32,19490
2016,24599,4.5,220,4.3,472,22030,0,4.7,4.5,4.6,4.3,4.7,4.4,16,23,69882
2019,40999,4.8,223,4.7,1534,20852,1,4.9,4.8,4.7,4.7,4.7,4.8,19,26,19174
2019,34500,4.8,224,4.5,858,22150,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,53789
2019,38955,4.8,224,4.7,1106,21029,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,12568
2021,39250,4.9,93,4.3,54,20904,0,4.9,4.8,4.8,4.8,4.8,4.9,20,27,19090
2016,28000,4.8,73,4.6,162,21117,1,4.8,4.8,4.8,4.5,4.8,4.7,18,24,80369
2019,51990,4.7,24,4.7,490,27834,0,4.8,4.6,4.6,4.5,4.6,4.8,15,18,28672
2021,59597,4.7,29,4.7,204,21204,0,4.8,4.7,4.8,4.5,4.8,4.6,21,27,14098
2020,26442,4.8,174,3.2,154,13039,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,23651
2020,24595,4.9,140,1.6,7,33311,1,4.9,4.9,4.8,4.8,4.9,4.9,25,31,61941
2021,39998,4.8,69,2.4,13,33172,1,4.8,4.8,4.8,4.8,4.9,4.9,27,38,12782
2022,62990,5.0,2,4.8,5038,33143,1,5.0,5.0,5.0,5.0,5.0,5.0,15,20,25449
2021,58490,4.5,37,4.8,5038,33143,1,4.6,4.7,4.4,4.3,4.7,4.3,16,20,21351
2021,48981,4.8,56,4.8,197,19425,0,4.8,4.8,4.8,4.6,4.7,4.8,19,26,21366
2019,35599,4.6,63,4.7,516,19440,1,4.6,4.7,4.6,4.5,4.7,4.8,19,26,46483
2019,49993,4.7,24,4.0,26,19090,1,4.8,4.6,4.6,4.5,4.6,4.8,15,18,18256
2020,25199,4.8,174,4.7,272,7446,1,4.8,4.8,4.8,4.8,4.8,4.9,22,26,17260
2019,31980,4.8,540,4.8,2065,6066,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,14090
2021,38988,5.0,8,4.9,564,6320,0,5.0,5.0,5.0,4.9,4.9,4.9,20,28,15503
2019,28900,4.7,279,4.7,111,3055,1,4.8,4.7,4.6,4.7,4.7,4.8,26,33,22824
2019,35998,4.8,540,4.0,4,1581,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,14520
2021,42495,5.0,8,4.6,590,1760,0,5.0,5.0,5.0,4.9,4.9,4.9,20,28,11961
2017,22963,4.8,591,4.7,630,2081,0,4.8,4.7,4.7,4.7,4.8,4.9,22,29,36494
2020,24861,4.8,133,4.8,91,1905,1,4.9,4.7,4.7,4.6,4.8,4.8,25,32,49771
2019,25447,4.7,182,4.8,1155,2364,1,4.7,4.6,4.6,4.6,4.8,4.7,24,29,10555
2019,35990,4.8,189,4.2,669,91355,0,4.8,4.7,4.8,4.7,4.8,4.9,17,21,46478
2019,27698,4.7,205,4.5,206,91731,1,4.7,4.7,4.6,4.7,4.8,4.8,27,33,36427
2020,54988,4.3,75,4.5,562,92692,0,4.6,4.6,4.0,3.9,4.6,4.1,19,26,21725
2019,46999,4.7,47,4.7,923,94002,0,4.8,4.8,4.7,4.4,4.7,4.7,20,28,35338
2021,67450,3.0,1,3.5,141,94607,1,3.0,4.0,5.0,2.0,4.0,1.0,118,107,3716
2019,34999,4.9,30,4.4,197,94103,1,4.9,4.9,5.0,4.6,4.9,4.9,26,36,32155
2018,19500,4.6,206,4.8,22,85023,1,4.6,4.5,4.5,4.5,4.7,4.6,24,30,45797
2020,35952,4.7,166,4.6,2395,85284,1,4.8,4.8,4.7,4.6,4.8,4.8,28,35,10742
2020,39595,4.5,248,3.9,179,84020,1,4.7,4.6,4.5,4.3,4.7,4.3,20,27,49776
2018,27995,4.7,578,4.8,123,97701,1,4.8,4.7,4.7,4.6,4.8,4.8,20,27,46632
2019,34991,4.7,279,4.9,1599,97070,1,4.8,4.7,4.6,4.7,4.7,4.8,26,33,21932
2021,48258,4.7,58,3.2,26,82001,1,4.7,4.7,4.7,4.5,4.7,4.7,18,25,14671
2017,30993,4.8,348,4.7,708,76210,1,4.9,4.8,4.7,4.7,4.8,4.8,21,27,83955
2020,29494,4.7,276,4.8,839,76017,1,4.8,4.7,4.7,4.6,4.8,4.7,26,31,32426
2019,28985,4.8,204,4.5,1466,75057,1,4.9,4.9,4.6,4.8,4.9,4.8,20,25,64051
2021,68500,3.0,1,4.9,36,78664,1,3.0,4.0,5.0,2.0,4.0,1.0,118,107,13987
2020,51500,4.8,201,4.8,2389,75006,1,4.9,4.9,4.8,4.6,4.8,4.7,19,24,53251
2019,29500,4.7,256,4.8,353,68521,0,4.8,4.8,4.7,4.7,4.8,4.8,19,24,40511
2017,39999,4.7,79,4.9,6,75160,1,4.8,4.8,4.7,4.3,4.9,4.7,16,23,83978
2019,66934,4.7,55,4.8,162,64114,2,5.0,4.9,4.9,4.4,4.7,4.6,17,22,40234
2021,55997,4.6,8,5.0,3,77375,1,4.9,4.2,4.8,4.1,4.6,4.9,15,19,17548
2017,45998,4.7,131,3.2,28,64055,1,4.8,4.7,4.6,4.4,4.8,4.7,16,22,48694
2019,42997,4.7,42,4.7,564,77094,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,16707
2020,47927,4.8,66,4.4,655,77477,1,4.8,4.6,4.7,4.6,4.8,4.9,13,17,18784
2019,39980,4.7,99,4.8,1614,55391,1,4.7,4.7,4.8,4.3,4.8,4.6,22,29,31672
2019,26995,4.6,165,4.6,6125,55429,1,4.6,4.6,4.4,4.6,4.8,4.7,26,31,16718
2019,29945,4.6,74,4.8,135,70737,2,4.6,4.5,4.5,4.6,4.6,4.7,25,32,13808
2020,40000,4.7,53,4.5,893,60174,0,4.8,4.8,4.6,4.5,4.7,4.7,19,24,23241
2020,46888,4.8,150,4.5,343,60012,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,30519
2018,33923,4.8,395,1.0,1,60120,0,4.9,4.8,4.8,4.6,4.9,4.7,18,25,43266
2019,60989,4.7,55,4.8,4874,60010,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,18109
2020,60483,4.0,88,4.9,4788,60004,0,4.4,4.4,4.1,3.5,4.5,3.5,17,24,15311
2020,41890,4.9,32,4.8,2069,60462,0,4.9,4.8,4.8,4.8,4.8,4.9,20,29,15158
2021,27594,4.7,45,4.6,142,53177,0,4.7,4.6,4.6,4.7,4.7,4.8,26,31,15905
2019,36995,4.6,94,4.8,863,46240,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,46661
2019,38136,4.6,94,4.0,124,46038,1,4.8,4.7,4.6,4.4,4.7,4.5,19,26,24222
2018,33995,4.8,131,4.7,243,49423,1,4.8,4.8,4.7,4.6,4.9,4.8,18,25,49544
2007,13900,4.2,96,4.0,5,40505,0,4.0,4.2,4.2,4.1,4.6,4.3,17,19,84164
2019,35900,4.8,223,4.3,82,45371,0,4.9,4.8,4.7,4.7,4.7,4.8,18,26,42093
2022,47651,4.8,4,4.8,1473,30265,1,4.8,4.8,5.0,4.5,5.0,5.0,19,27,14719
2021,33194,4.8,102,4.5,1371,30122,1,4.8,4.8,4.8,4.7,4.9,4.9,27,35,24430
2020,62490,4.9,22,4.7,3017,30060,2,5.0,5.0,5.0,4.7,4.9,4.9,20,25,58913
2019,37313,4.7,87,4.9,387,37922,1,4.9,4.8,4.6,4.5,4.9,4.7,24,30,23289
2021,45790,4.9,93,2.7,30,30291,1,4.9,4.8,4.8,4.8,4.8,4.9,21,29,26254
2019,29386,4.8,540,4.8,4124,43017,0,4.8,4.8,4.7,4.7,4.8,4.8,27,33,21340
2020,28895,4.9,43,4.9,1031,48036,0,4.9,4.7,5.0,4.9,4.9,5.0,22,29,35563
2018,40967,4.8,167,3.9,79,37601,1,4.9,4.8,4.7,4.6,4.8,4.8,16,23,40378
2020,29138,4.8,142,4.9,2079,44135,1,4.7,4.7,4.7,4.7,4.8,4.8,28,39,34631
2019,22500,4.7,182,4.8,671,44451,1,4.7,4.6,4.6,4.6,4.8,4.7,25,30,23894
2020,39313,4.3,151,4.6,86,26059,1,4.6,4.6,4.3,4.1,4.5,4.1,18,26,23777
2019,26500,4.7,205,4.7,1077,15317,1,4.7,4.7,4.6,4.7,4.8,4.8,27,33,34832
2020,48991,4.8,23,4.8,2438,34429,2,4.9,4.7,4.7,4.7,4.8,4.8,18,25,21006
2021,64880,4.8,17,4.5,76,15213,1,4.9,4.8,4.6,4.6,4.8,4.9,19,26,19807
2016,18994,4.7,267,4.8,3454,33543,1,4.7,4.7,4.7,4.6,4.7,4.7,18,26,82839
