index,Year,Price,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage
7219,2019,31990,4.7,262,4.9,2563,1545,1,4.8,4.7,4.7,4.7,4.7,4.7,25,32,37932
7220,2019,52998,4.7,474,1.0,2,3103,0,4.8,4.9,4.7,4.5,4.8,4.5,19,24,21850
7221,2019,31895,4.6,33,4.6,262,2886,1,4.6,4.5,4.6,4.5,4.7,4.7,23,31,45092
7222,2019,38998,4.7,42,4.6,573,1,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,36538
7223,2019,42898,4.7,99,4.7,2405,2134,1,4.7,4.7,4.8,4.3,4.8,4.6,22,29,31105
7224,2019,39712,4.8,131,4.6,707,3801,2,4.8,4.7,4.8,4.7,4.8,4.9,17,25,26619
7225,2021,71995,3.0,1,4.6,707,90025,2,3.0,4.0,5.0,2.0,4.0,1.0,0,0,2600
7226,2019,74998,4.5,16,4.6,499,90036,1,4.7,4.6,4.5,3.9,4.5,4.4,17,23,49603
7227,2017,38990,4.7,104,4.8,367,92626,1,4.8,4.8,4.8,4.5,4.8,4.7,23,31,16864
7228,2019,33998,4.8,21,2.6,11,89146,1,5.0,4.9,4.7,4.5,4.7,4.8,27,34,15390
7229,2019,37975,4.8,13,4.8,1105,85284,1,4.8,4.9,4.9,4.8,4.7,4.8,132,108,11696
7230,2019,63500,4.8,11,2.9,17,84057,1,4.6,4.7,4.8,4.5,5.0,4.9,17,26,24612
7231,2021,70879,4.8,79,4.4,570,84010,1,4.8,4.9,4.8,4.6,4.9,4.7,16,22,17663
7232,2019,29494,4.9,107,4.8,156,83202,1,4.8,4.8,4.9,4.7,5.0,4.9,18,27,60772
7233,2021,64999,4.8,92,3.5,133,80301,0,4.9,4.9,4.8,4.6,4.9,4.8,15,21,24144
7234,2021,47996,4.7,58,4.7,30,80121,2,4.7,4.7,4.7,4.5,4.7,4.7,18,25,18609
7235,2019,42989,4.7,24,4.8,896,80111,1,4.8,4.6,4.6,4.5,4.6,4.8,15,18,48093
7236,2021,33929,4.8,78,4.5,1519,80112,1,4.9,4.8,4.8,4.8,4.8,4.8,27,34,14803
7237,2018,18000,4.7,578,4.0,55,80012,1,4.8,4.7,4.7,4.6,4.8,4.8,22,28,80206
7238,2020,47924,4.9,16,4.7,196,98033,0,5.0,4.9,5.0,4.7,4.9,4.9,15,21,58571
7239,2021,46991,5.0,4,4.4,451,78257,1,5.0,5.0,5.0,5.0,4.8,5.0,24,31,12685
7240,2018,23947,4.7,578,4.6,1629,76096,2,4.8,4.7,4.7,4.6,4.8,4.8,23,30,33502
7241,2013,19991,4.5,389,4.4,933,76018,2,4.4,4.4,4.5,4.5,4.6,4.6,27,36,62048
7242,2020,29855,4.2,7,4.5,666,78681,1,4.3,4.0,4.3,4.3,4.0,5.0,123,99,14303
7243,2017,27997,4.7,77,4.7,1064,75024,2,4.8,4.7,4.7,4.4,4.8,4.7,18,25,99265
7244,2021,32900,4.9,109,4.8,2054,75209,1,5.0,4.9,4.8,4.8,4.9,4.9,28,34,14949
7245,2017,37971,4.8,151,4.8,3634,75070,1,4.8,4.6,4.7,4.7,4.9,4.9,17,20,65422
7246,2020,22994,4.8,133,4.6,28,75228,0,4.9,4.7,4.7,4.6,4.8,4.8,26,33,56040
7247,2019,36000,4.7,193,4.9,12912,66048,1,4.8,4.7,4.7,4.6,4.8,4.7,21,28,28778
7248,2020,38496,4.6,137,4.4,807,77469,1,4.7,4.6,4.6,4.5,4.8,4.5,16,21,16671
7249,2018,51995,4.7,65,4.3,1121,77034,1,4.9,4.8,4.8,4.4,4.7,4.6,17,24,45102
7250,2019,45988,4.8,425,4.9,2475,65809,0,4.9,4.8,4.8,4.6,4.8,4.7,18,23,15148
7251,2016,29489,4.6,199,4.4,30,72601,2,4.7,4.6,4.5,4.4,4.6,4.6,19,26,96172
7252,2020,50999,4.8,201,4.8,2106,72019,1,4.9,4.9,4.8,4.6,4.8,4.7,19,24,23052
7253,2021,61500,4.8,79,4.8,450,50643,1,4.8,4.9,4.8,4.6,4.9,4.7,19,24,8283
7254,2020,56999,4.9,22,4.8,1855,55391,2,5.0,4.9,4.9,4.8,5.0,5.0,15,19,31386
7255,2018,29795,4.8,770,4.8,2383,55429,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,46636
7256,2021,46690,4.7,58,4.8,124,54669,1,4.7,4.7,4.7,4.5,4.7,4.7,18,25,13723
7257,2020,28623,4.7,276,4.4,29,53576,0,4.8,4.7,4.7,4.6,4.8,4.7,26,31,13687
7258,2020,47666,4.8,150,4.5,343,60012,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,20945
7259,2019,25990,4.7,256,4.6,2467,60107,1,4.8,4.8,4.7,4.7,4.8,4.8,22,29,22662
7260,2019,20692,4.5,415,4.3,698,60074,0,4.6,4.6,4.5,4.4,4.6,4.5,25,30,63695
7261,2019,40995,4.7,42,4.1,571,60126,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,16264
7262,2019,28488,4.6,444,4.0,645,60712,0,4.6,4.6,4.4,4.4,4.7,4.6,25,33,15351
7263,2020,27997,4.7,25,4.7,1365,60202,1,4.8,4.6,4.6,4.7,4.7,4.8,23,34,12125
7264,2021,25324,4.9,5,4.8,2369,60473,1,5.0,4.8,4.8,4.8,5.0,4.8,31,36,14259
7266,2021,29997,4.8,84,4.8,1556,37067,1,4.8,4.8,4.8,4.7,4.8,4.8,24,30,47965
7267,2014,22800,4.6,113,4.4,81,46062,2,4.8,4.6,4.7,4.3,4.6,4.6,18,27,85187
7268,2019,33400,5.0,52,4.7,965,40222,1,5.0,4.9,4.9,5.0,5.0,4.9,20,26,33613
7269,2016,20000,4.7,261,4.8,159,49646,1,4.7,4.6,4.7,4.6,4.7,4.7,22,29,61332
7270,2021,46498,4.8,85,4.8,6292,37311,1,4.8,4.8,4.6,4.7,4.9,4.9,18,22,17761
7271,2019,35998,4.7,75,3.6,21,30122,1,4.8,4.7,4.6,4.5,4.8,4.7,22,28,62812
7272,2018,33947,4.8,146,4.6,16,48609,1,4.9,4.8,4.9,4.5,4.9,4.8,18,25,64698
7273,2018,30996,4.7,42,4.6,797,30339,2,4.6,4.7,4.7,4.5,4.9,4.5,23,32,55215
7274,2020,48995,4.8,84,4.7,359,37912,1,4.8,4.7,4.7,4.6,4.8,4.9,16,19,22218
7275,2018,29491,4.8,770,4.7,4540,30253,1,4.8,4.7,4.8,4.7,4.8,4.9,22,28,30884
7276,2020,29986,5.0,17,4.3,1293,30253,2,5.0,5.0,4.9,4.8,5.0,5.0,20,30,65668
7277,2020,28400,4.8,269,4.7,2206,43015,0,4.9,4.8,4.8,4.8,4.9,4.9,27,32,40631
7278,2021,40534,4.9,109,4.2,802,43232,1,5.0,4.9,4.8,4.8,4.9,4.9,27,32,13916
7279,2020,27276,5.0,17,4.7,2393,30606,1,5.0,5.0,4.9,4.8,5.0,5.0,20,30,65972
7280,2021,25739,4.8,46,5.0,2,30909,1,4.8,4.8,4.7,4.8,4.9,4.8,28,38,20050
7281,2021,74990,4.5,37,4.8,312,30401,1,4.6,4.7,4.4,4.3,4.7,4.3,16,20,20007
7282,2018,27800,4.8,265,4.8,1387,32055,1,4.9,4.8,4.8,4.7,4.9,4.8,19,27,76833
7283,2020,21199,4.8,134,4.8,247,33614,1,4.8,4.7,4.7,4.7,4.8,4.8,30,40,22122
7284,2020,78840,4.5,20,4.5,602,33544,1,4.8,4.6,4.6,4.2,4.7,4.2,19,23,8167
7285,2016,34990,4.6,84,3.4,351,32256,1,4.8,4.7,4.5,4.2,4.7,4.7,16,23,63427
7286,2019,28564,4.7,203,4.8,496,14127,1,4.8,4.8,4.7,4.5,4.9,4.6,18,27,64230
7287,2015,29457,4.8,28,4.5,1057,32771,1,4.9,4.8,4.5,4.6,4.8,5.0,15,20,104356
7288,2018,44600,4.8,64,4.6,905,20151,0,4.9,5.0,4.8,4.6,4.9,4.8,20,26,48915
7289,2020,32998,4.6,16,2.3,16,23060,1,4.9,4.8,4.3,4.4,4.9,4.6,44,47,38822
7290,2020,48598,4.5,15,4.6,304,22030,1,4.7,4.7,4.5,4.3,4.7,4.3,16,21,85007
7291,2017,56995,4.6,20,4.6,1611,20852,2,4.8,4.7,4.7,4.2,4.6,4.5,17,23,60620
7292,2020,42538,4.6,51,4.3,283,20814,1,4.7,4.7,4.4,4.4,4.7,4.4,21,29,26999
7293,2016,33490,4.8,184,4.9,3960,20784,1,4.8,4.7,4.8,4.7,4.8,4.9,18,24,49513
7294,2021,38590,4.8,19,4.7,2321,33417,1,4.8,4.7,4.7,4.7,4.8,4.8,22,28,19458
7295,2019,37491,4.6,121,4.7,2321,33417,0,4.7,4.6,4.6,4.4,4.7,4.6,22,31,17846
7296,2018,30295,4.7,126,4.5,1320,33444,1,4.8,4.7,4.6,4.5,4.8,4.6,22,28,48407
7297,2020,24000,4.9,169,4.5,2581,33014,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,20978
7298,2019,36000,4.7,28,4.5,1732,33169,0,4.7,4.8,4.6,4.7,4.8,4.6,18,24,16591
7299,2020,47991,4.8,201,4.6,997,33316,1,4.9,4.9,4.8,4.6,4.8,4.7,20,25,16009
7300,2019,38788,4.6,121,4.7,2357,33181,1,4.7,4.6,4.6,4.4,4.7,4.6,22,31,30178
7301,2020,23900,4.9,169,4.5,2748,33130,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,25589
7302,2015,24946,4.7,97,4.9,95,19342,2,4.8,4.8,4.9,4.3,4.8,4.5,18,27,82777
7303,2019,36998,4.8,103,1.8,5,8081,1,4.9,4.8,4.8,4.6,4.9,4.7,23,31,23310
7304,2021,43984,4.7,58,4.4,777,8052,0,4.7,4.7,4.7,4.5,4.7,4.7,18,25,11284
7305,2019,79777,4.1,22,3.4,5,7205,1,4.5,4.6,4.0,3.4,4.5,3.5,15,21,1977
7306,2019,59646,4.7,55,3.5,99,10926,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,21960
7307,2021,47700,4.5,10,4.4,254,7730,0,4.5,4.7,4.3,4.7,4.7,4.2,18,25,15688
7308,2019,29477,4.5,36,4.3,442,7644,1,4.6,4.7,4.4,4.3,4.7,4.3,24,34,32600
7309,2020,39000,4.9,51,3.7,47,10019,0,5.0,4.9,4.9,4.7,4.9,4.9,24,29,28095
7310,2020,56996,4.7,35,3.3,7,10036,1,4.9,4.8,4.6,4.5,4.9,4.7,18,26,22296
7311,2019,55899,5.0,10,4.8,4622,7631,1,5.0,5.0,5.0,4.7,5.0,4.9,16,22,36223
7312,2019,40972,4.7,99,4.9,2965,7724,1,4.7,4.7,4.8,4.3,4.8,4.6,22,29,18358
7313,2020,24900,4.7,67,4.3,404,6457,0,4.7,4.7,4.6,4.8,4.8,4.8,24,30,20124
7314,2019,45995,4.9,30,4.5,344,96813,1,4.9,4.9,5.0,4.6,4.9,4.9,26,36,11762
7315,2021,57990,5.0,21,4.5,12,1606,1,5.0,5.0,5.0,5.0,5.0,5.0,19,28,16941
7316,2019,37495,4.7,42,4.6,590,1760,0,4.8,4.6,4.7,4.5,4.7,4.7,22,27,42629
7317,2015,23995,4.8,296,4.9,452,2375,2,4.9,4.8,4.8,4.6,4.9,4.7,17,24,87785
7318,2016,34998,4.8,73,1.8,12,1923,1,4.8,4.8,4.8,4.5,4.8,4.7,18,24,39130
7319,2007,9995,4.6,84,4.5,155,2382,1,4.3,4.4,4.4,4.8,4.6,4.8,33,38,51505
7320,2019,30780,4.7,193,4.5,141,4861,1,4.8,4.7,4.7,4.6,4.8,4.7,21,28,32065
7321,2020,38980,4.8,32,4.5,1733,90703,0,4.8,4.8,4.7,4.7,4.9,4.9,20,26,12687
7322,2017,30839,4.7,104,4.6,1383,91763,1,4.8,4.8,4.8,4.5,4.8,4.7,23,30,48847
7323,2021,39880,5.0,11,4.5,1107,92782,0,5.0,5.0,5.0,5.0,5.0,5.0,22,32,43806
7324,2018,43451,4.8,90,4.8,1602,92660,1,4.8,4.9,4.8,4.6,4.8,4.8,20,27,27525
7325,2019,59999,4.8,27,4.9,3249,92504,0,4.9,4.8,4.8,4.6,5.0,4.9,17,22,12577
7326,2019,44998,4.8,102,3.3,3,92562,1,4.8,4.8,4.8,4.6,4.9,4.8,19,26,36157
7327,2019,28500,4.9,275,4.8,301,93405,2,4.8,4.8,4.9,4.8,4.9,4.9,30,38,15933
7328,2018,22944,4.8,216,4.8,1642,89104,1,4.9,4.7,4.7,4.7,4.8,4.8,27,38,10737
7329,2020,23550,4.9,141,1.0,1,94544,0,4.9,4.9,4.9,4.8,4.9,4.9,21,28,65268
7330,2020,69990,3.7,10,4.9,1121,94925,1,3.9,3.8,4.1,3.3,3.8,4.0,127,114,39151
7331,2019,34991,4.7,256,4.6,385,89511,0,4.8,4.8,4.7,4.7,4.8,4.8,19,24,39725
7332,2015,46952,4.8,97,2.9,76,85308,2,4.6,4.8,5.0,4.8,5.0,4.7,17,29,61563
7333,2016,15490,4.5,155,5.0,3,85040,0,4.4,4.4,4.2,4.5,4.6,4.7,27,32,43593
7334,2021,33998,5.0,36,3.5,11,85297,1,4.9,5.0,4.9,5.0,5.0,5.0,29,35,11390
7335,2019,59495,4.7,16,4.4,348,97233,2,4.9,4.5,4.7,4.4,4.4,5.0,13,17,67309
7336,2019,47995,4.8,102,4.7,372,80905,1,4.8,4.8,4.8,4.6,4.9,4.8,19,26,41411
7337,2014,23990,4.7,62,4.8,145,80223,2,4.8,4.6,4.8,4.4,4.7,4.6,14,22,117760
7338,2021,63969,4.8,92,4.7,63,98532,0,4.9,4.9,4.8,4.6,4.9,4.8,15,21,10189
7339,2015,21695,4.5,125,4.6,742,99212,1,4.7,4.5,4.4,4.4,4.6,4.5,21,31,83411
7340,2021,65900,5.0,2,4.9,446,73103,1,5.0,5.0,5.0,5.0,5.0,5.0,17,22,28013
7341,2019,50962,4.7,69,4.7,1678,78209,2,4.9,4.7,4.8,4.6,4.8,4.6,21,29,30575
7342,2017,18788,4.8,351,4.6,386,76053,1,4.8,4.8,4.7,4.7,4.8,4.8,21,32,82337
7343,2020,39998,4.6,25,1.8,2,76210,2,4.8,4.7,4.5,4.2,4.6,4.7,26,36,23995
7344,2014,38998,4.4,164,3.4,12,75062,2,4.6,4.5,4.3,4.1,4.7,4.3,16,22,45169
7345,2015,21985,4.6,24,4.6,357,76710,1,4.5,4.7,4.6,4.4,4.7,4.6,26,38,66992
7346,2021,32778,4.8,69,3.9,182,75228,1,4.8,4.8,4.8,4.8,4.9,4.9,28,39,22388
7347,2020,56992,4.0,88,4.6,1476,75087,0,4.4,4.4,4.1,3.5,4.5,3.5,17,24,28773
7348,2020,49995,4.8,219,4.8,539,68134,2,4.9,4.8,4.8,4.7,4.8,4.8,18,23,18185
7349,2016,21688,4.7,196,4.4,170,77802,1,4.8,4.7,4.6,4.7,4.7,4.8,22,32,42008
7350,2020,40900,4.9,50,4.1,102,77094,0,4.9,4.9,4.9,4.8,4.8,4.9,20,27,18829
7351,2020,56007,4.6,51,4.6,1234,77065,0,4.6,4.5,4.6,4.5,4.7,4.5,17,24,10284
7352,2020,70946,4.7,4,4.4,723,77002,2,4.2,5.0,4.8,4.2,5.0,5.0,24,31,13799
7353,2020,26709,4.9,34,4.9,1173,77578,1,4.9,4.9,4.8,4.9,4.9,5.0,20,27,47841
7354,2018,30739,4.9,68,4.4,30,72601,0,4.9,4.9,4.9,4.9,4.9,4.8,21,30,22666
7355,2019,46000,4.7,44,4.6,112,60540,0,4.8,4.6,4.8,4.5,4.8,4.6,19,25,51618
7356,2021,36994,4.8,69,4.7,1665,53045,1,4.8,4.8,4.8,4.8,4.9,4.9,25,34,11285
7357,2019,33998,4.7,61,4.0,2,53224,1,4.8,4.7,4.7,4.6,4.7,4.6,18,25,14100
7358,2021,60437,4.6,8,4.4,224,60035,1,4.9,4.2,4.8,4.1,4.6,4.9,15,19,17067
7359,2021,36443,4.9,109,4.6,781,36526,1,5.0,4.9,4.8,4.8,4.9,4.9,28,34,31944
7360,2018,22917,4.7,578,4.5,1768,46168,2,4.8,4.7,4.7,4.6,4.8,4.8,23,30,49098
7361,2018,69999,4.8,13,4.9,1038,35222,1,4.9,4.8,5.0,4.4,4.9,4.9,0,0,45486
7362,2020,24000,4.7,76,4.2,450,46038,0,4.8,4.7,4.7,4.6,4.8,4.7,19,26,46395
7363,2020,46888,4.9,16,4.6,1119,30144,1,5.0,4.9,5.0,4.7,4.9,4.9,15,22,89128
7364,2019,42998,4.6,121,3.6,21,30122,1,4.7,4.6,4.6,4.4,4.7,4.6,22,31,20487
7365,2019,37713,4.9,30,4.8,604,30188,1,4.9,4.9,5.0,4.6,4.9,4.9,26,36,16062
7366,2019,43888,4.8,425,4.7,1285,30060,0,4.9,4.8,4.8,4.6,4.8,4.7,18,23,16135
7367,2019,23995,4.9,275,4.6,271,30060,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,39726
7368,2018,46338,4.8,68,4.9,383,37922,0,4.9,4.8,4.9,4.5,4.9,4.9,20,25,45288
7369,2021,64995,4.7,12,4.8,1523,30341,0,4.9,4.7,4.6,4.3,4.9,4.3,18,23,14947
7370,2020,37495,4.8,150,4.5,422,48430,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,45988
7371,2020,29949,4.8,152,4.9,1386,48335,0,4.8,4.8,4.8,4.8,4.8,4.8,19,27,19251
7372,2019,30947,4.6,444,4.6,847,43017,1,4.6,4.6,4.4,4.4,4.7,4.6,25,33,16965
7373,2019,34995,4.6,63,3.9,41,48313,1,4.7,4.7,4.5,4.4,4.7,4.6,17,25,48325
7374,2020,26771,4.7,207,4.2,234,29651,2,4.7,4.7,4.7,4.7,4.8,4.8,27,33,12014
7375,2016,17500,4.7,308,4.6,426,28602,1,4.6,4.6,4.7,4.7,4.8,4.7,24,30,86216
7376,2020,27998,4.9,34,3.0,9,28227,1,4.9,4.9,4.8,4.9,4.9,5.0,20,27,49242
7377,2019,29000,4.6,568,4.7,316,15090,1,4.8,4.7,4.5,4.5,4.7,4.6,19,27,37440
7378,2020,27577,4.7,76,4.5,587,33619,1,4.8,4.7,4.7,4.6,4.8,4.7,22,29,45794
7379,2017,17992,4.8,488,4.7,4088,33801,1,4.8,4.8,4.7,4.8,4.8,4.8,18,25,80029
7380,2020,49998,4.5,248,2.6,17,27612,1,4.7,4.6,4.5,4.3,4.7,4.3,18,24,37314
7381,2021,71318,4.0,15,5.0,1,27616,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,31249
7382,2021,42998,4.9,11,2.9,22,20165,1,4.8,4.8,4.9,4.8,4.9,4.7,25,34,20045
7383,2019,38755,4.6,363,4.3,12,23294,1,4.8,4.7,4.6,4.5,4.7,4.6,20,26,48286
7384,2018,71300,4.8,13,3.9,35,22191,1,4.9,4.8,5.0,4.4,4.9,4.9,101,102,36165
7385,2019,22577,4.5,415,1.0,1,20852,0,4.6,4.6,4.5,4.4,4.6,4.5,26,32,49244
7386,2019,29995,4.7,205,4.8,316,17345,1,4.7,4.7,4.6,4.7,4.8,4.8,27,33,11742
7387,2019,34000,4.8,224,4.8,2167,21234,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,44332
7388,2020,22977,4.9,25,4.8,1565,33073,1,4.9,4.9,4.9,5.0,4.9,4.9,30,40,10156
7389,2019,33495,4.6,72,4.6,1121,33027,0,4.8,4.8,4.6,4.5,4.7,4.6,22,27,47060
7390,2018,32511,4.8,131,4.1,58,33137,1,4.8,4.8,4.7,4.6,4.9,4.8,19,26,31365
7391,2019,41995,4.6,70,4.7,448,19806,1,4.7,4.6,4.6,4.3,4.7,4.7,15,21,85985
7392,2019,34706,4.7,102,4.6,4515,7083,1,4.8,4.7,4.7,4.6,4.7,4.8,19,24,39289
7393,2019,34541,4.7,102,4.6,4515,7083,1,4.8,4.7,4.7,4.6,4.7,4.8,19,24,34447
7394,2019,33999,4.8,540,4.7,1335,10954,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,22154
7396,2020,26998,4.8,59,4.7,47,12572,0,4.9,4.8,4.7,4.6,4.9,4.7,19,28,70985
7397,2018,26495,4.7,42,3.4,472,10475,0,4.6,4.7,4.7,4.5,4.9,4.5,21,31,30812
7398,2019,32000,4.8,540,4.8,1009,6830,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,37447
7399,2020,35995,4.9,32,4.9,867,96819,1,4.9,4.8,4.8,4.8,4.8,4.9,23,33,12084
7400,2021,45607,4.9,11,4.7,715,2886,1,4.8,4.8,4.9,4.8,4.9,4.7,25,34,10746
7401,2019,53539,4.7,55,4.7,715,2886,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,52613
7402,2018,41998,4.8,90,3.8,4,2920,1,4.8,4.9,4.8,4.6,4.8,4.8,19,26,32066
7403,2019,32500,4.8,540,4.6,1434,1760,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,21967
7404,2021,40995,5.0,8,4.6,590,1760,0,5.0,5.0,5.0,4.9,4.9,4.9,20,28,13566
7405,2019,29000,4.7,255,4.6,1434,1760,1,4.8,4.8,4.6,4.6,4.8,4.7,25,32,35630
7406,2021,46491,4.4,10,4.7,263,1803,1,4.5,4.9,4.7,3.9,4.5,4.2,23,30,10748
7407,2020,24560,4.9,169,4.5,2420,2062,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,44340
7408,2018,35985,4.9,50,1.4,2,1810,2,4.9,4.8,4.9,4.8,4.8,5.0,23,34,13682
7409,2020,23798,4.9,169,4.6,914,2132,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,44264
7410,2019,37981,4.8,28,4.5,2464,1801,0,4.9,4.9,4.9,4.8,4.8,4.5,30,28,29759
7411,2020,22999,4.7,233,4.7,1448,1867,1,4.7,4.7,4.7,4.7,4.8,4.8,30,38,19405
7412,2019,37995,4.6,363,4.6,692,2301,0,4.8,4.7,4.6,4.5,4.7,4.6,20,26,26045
7413,2019,31883,4.7,193,4.8,1472,4106,1,4.8,4.7,4.7,4.6,4.8,4.7,21,28,41661
7414,2018,45990,3.4,24,4.3,500,91367,0,3.8,3.8,3.4,2.9,4.0,2.9,16,21,18421
7415,2019,42988,4.7,24,4.3,226,91204,1,4.8,4.6,4.6,4.5,4.6,4.8,15,18,51939
7416,2017,36998,4.8,79,2.4,6,90504,0,4.9,4.9,4.6,4.6,4.8,4.8,22,29,19835
7417,2020,49729,4.9,22,3.9,11,90706,0,5.0,4.9,4.9,4.8,5.0,5.0,15,19,27352
7418,2019,37498,4.6,363,4.4,248,92648,1,4.8,4.7,4.6,4.5,4.7,4.6,21,27,16979
7419,2021,43556,4.9,19,4.8,1660,92677,1,4.9,4.9,4.9,4.8,4.8,4.9,24,33,14001
7420,2021,39988,5.0,4,4.5,562,92692,0,5.0,5.0,5.0,5.0,4.8,5.0,24,31,12905
7421,2019,27490,4.9,275,4.6,394,89146,1,4.8,4.8,4.9,4.8,4.9,4.9,32,42,45793
7422,2019,33499,4.8,540,4.6,386,89014,1,4.8,4.8,4.7,4.7,4.8,4.8,28,34,33345
7423,2014,34110,4.6,37,4.4,117,89014,1,4.7,4.6,4.4,4.4,4.6,4.6,15,20,59619
7424,2019,34480,4.7,42,4.7,1660,95129,1,4.8,4.6,4.7,4.5,4.7,4.7,22,27,55122
7425,2015,24250,4.7,102,4.6,186,86301,0,4.8,4.7,4.7,4.5,4.8,4.7,18,25,68109
7426,2021,52781,3.0,1,2.8,259,85388,0,3.0,4.0,5.0,2.0,4.0,1.0,150,133,18773
7427,2018,59600,4.6,25,4.7,505,85338,1,5.0,4.9,4.5,4.1,4.8,4.3,16,21,54172
7428,2020,23992,4.8,133,4.5,517,85054,0,4.9,4.7,4.7,4.6,4.8,4.8,25,32,26893
7429,2019,68668,4.1,22,4.7,1384,97005,1,4.5,4.6,4.0,3.4,4.5,3.5,20,25,32428
7430,2010,13977,4.7,53,4.6,868,98390,1,4.8,4.7,4.8,4.7,4.7,4.7,16,21,149813
7431,2019,56300,4.7,55,4.7,708,99207,1,5.0,4.9,4.9,4.4,4.7,4.6,20,26,19138
7432,2017,36560,4.8,79,4.5,742,98005,1,4.9,4.9,4.6,4.6,4.8,4.8,22,29,38174
7433,2019,73880,4.8,11,4.7,306,98133,2,4.6,4.7,4.8,4.5,5.0,4.9,17,26,27615
7434,2019,38998,4.6,94,4.0,64,78230,1,4.8,4.7,4.6,4.4,4.7,4.5,19,26,34898
7435,2019,36988,5.0,52,4.4,103,78216,1,5.0,4.9,4.9,5.0,5.0,4.9,22,28,37779
7436,2019,19659,4.7,264,4.3,805,76028,1,4.8,4.7,4.7,4.6,4.7,4.7,23,30,84468
7437,2021,31936,4.8,102,4.5,1700,76017,1,4.8,4.8,4.8,4.7,4.9,4.9,27,35,46812
7438,2018,42900,4.8,24,4.7,912,78759,1,4.9,4.8,4.9,4.4,4.8,5.0,14,21,104050
7439,2019,35675,4.8,224,4.9,4687,75244,0,4.9,4.9,4.8,4.6,4.9,4.8,19,26,22014
7440,2015,24897,4.5,125,4.6,515,75235,2,4.7,4.5,4.4,4.4,4.6,4.5,24,35,45336
7441,2012,17950,4.5,89,3.8,13,68117,0,4.4,4.5,4.5,4.5,4.6,4.7,18,21,83000
7442,2020,38999,4.1,32,4.5,740,77065,1,4.6,4.7,4.1,4.0,4.5,3.3,23,30,23956
7443,2019,30691,4.9,32,4.7,112,77043,2,5.0,4.9,4.9,4.9,4.9,5.0,20,31,34686
7444,2016,16510,4.5,86,4.5,715,77573,2,4.3,4.4,4.4,4.7,4.6,4.6,28,36,23636
7445,2019,40599,4.6,63,4.6,648,55343,1,4.6,4.7,4.6,4.5,4.7,4.8,19,26,35805
7446,2020,45499,4.7,97,4.6,1177,55437,1,4.7,4.6,4.7,4.5,4.8,4.7,41,38,41647
7447,2020,61999,4.0,88,3.3,15,55426,0,4.4,4.4,4.1,3.5,4.5,3.5,17,24,16815
7448,2019,23696,4.7,68,3.6,55,50702,1,4.8,4.7,4.6,4.7,4.6,4.7,17,25,76543
7449,2020,60000,4.8,66,4.9,30,72501,1,4.9,4.8,4.8,4.7,4.9,4.7,16,22,31687
7450,2019,26389,4.7,256,5.0,40,63005,0,4.8,4.8,4.7,4.7,4.8,4.8,21,26,29753
7451,2021,24976,4.8,46,4.7,1309,38125,1,4.8,4.9,4.8,4.8,4.9,4.8,29,40,18194
7452,2020,24500,4.8,70,4.7,958,39157,0,4.8,4.8,4.7,4.7,4.9,4.8,21,31,68155
7453,2020,56956,4.0,88,4.5,1175,60142,0,4.4,4.4,4.1,3.5,4.5,3.5,17,24,28170
7454,2020,22050,4.9,66,4.6,112,60540,0,4.9,4.9,4.7,4.8,4.9,5.0,24,32,21275
7455,2019,59999,5.0,10,4.7,1113,60169,0,5.0,5.0,5.0,4.7,5.0,4.9,16,22,27117
7456,2019,39081,4.7,97,4.8,108,53048,0,4.9,4.7,4.6,4.4,4.9,4.7,20,25,37379
7457,2016,48000,4.8,39,4.8,759,60559,1,4.9,4.8,4.9,4.5,4.9,4.9,19,24,13387
7458,2021,37495,4.9,24,4.5,2994,60004,0,4.9,4.8,4.9,4.8,5.0,4.8,18,27,17387
7459,2021,33999,4.7,94,4.9,1980,60525,2,4.9,4.8,4.6,4.6,4.9,4.6,25,32,18966
7460,2015,14900,4.7,51,4.1,16,60448,2,4.6,4.7,4.7,4.6,4.9,4.7,25,33,100937
7461,2019,28995,4.8,540,4.5,130,60035,1,4.8,4.8,4.7,4.7,4.8,4.8,25,31,18197
7462,2013,18900,4.6,428,4.9,33,53406,0,4.8,4.6,4.7,4.5,4.7,4.6,0,0,64273
